[15:52:23] [Server thread/INFO]: Starting minecraft server version 1.7.10
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id TileEntityRainMuffler
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id NaturaClockTile
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id NaturaClockTile
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id LampTile
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id LampTile
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id PamOven
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id thermalexpansion.Light
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id thermalexpansion.Light
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id thermalexpansion.Light
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id thermalexpansion.Light
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id TileNPCChair
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id TileNPCTable
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id TileNPCTable
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id LanternTile
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id TileNPCTable
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id TileNPCChair
[15:52:33] [Server thread/WARN]: Skipping BlockEntity with id thermalexpansion.Light
[15:52:33] [Server thread/INFO]: Successfully generated CheatHub.
[15:52:33] [Server thread/INFO]: Started generating 25 chunks from CheatHub.schematic.
[15:52:35] [Server thread/WARN]: Skipping Entity with id Thaumcraft.Dart
[15:52:35] [Server thread/ERROR]: Encountered an unexpected exception
java.lang.NullPointerException
	at com.github.lunatrius.schematica.world.chunk.GenerateSchematicContainer.complete(GenerateSchematicContainer.java:44) ~[GenerateSchematicContainer.class:?]
	at com.github.lunatrius.schematica.handler.QueueTickHandler.processQueue(QueueTickHandler.java:70) ~[QueueTickHandler.class:?]
	at com.github.lunatrius.schematica.handler.QueueTickHandler.onServerTick(QueueTickHandler.java:46) ~[QueueTickHandler.class:?]
	at cpw.mods.fml.common.eventhandler.ASMEventHandler_7_QueueTickHandler_onServerTick_ServerTickEvent.invoke(.dynamic) ~[?:?]
	at cpw.mods.fml.common.eventhandler.ASMEventHandler.invoke(ASMEventHandler.java:54) ~[ASMEventHandler.class:?]
	at cpw.mods.fml.common.eventhandler.EventBus.post(EventBus.java:138) ~[EventBus.class:?]
	at cpw.mods.fml.common.FMLCommonHandler.onPostServerTick(FMLCommonHandler.java:247) ~[FMLCommonHandler.class:?]
	at net.minecraft.server.MinecraftServer.tick(MinecraftServer.java:657) ~[MinecraftServer.class:?]
	at net.minecraft.server.MinecraftServer.run(MinecraftServer.java:485) [MinecraftServer.class:?]
	at net.minecraft.server.MinecraftServer$2.run(MinecraftServer.java:752) [MinecraftServer$2.class:?]
[15:52:35] [Server thread/ERROR]: This crash report has been saved to: D:\PurplePanic\eclipse\.\crash-reports\crash-2015-08-19_15.52.35-server.txt
[15:52:35] [Server thread/INFO]: Stopping server
[15:52:35] [Server thread/INFO]: Saving players
[15:52:35] [Server thread/INFO]: Saving worlds
[15:52:35] [Server thread/INFO]: Saving chunks for level 'world'/Overworld
[15:52:35] [Server thread/INFO]: Saving chunks for level 'world'/Nether
[15:52:35] [Server thread/INFO]: Saving chunks for level 'world'/The End
